id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
465,1.577372e-24,2.7145134e-20,7.462958e-24,4.3154943e-22,2.9214653e-17,1.0790163e-15,2.6459875e-17,7.541912e-18,7.63923e-26,2.1960254e-20,2.1345949e-32,4.343107e-22,6.385049e-28,3.0645757e-19,1.3615887e-20,1.0,3.2226292e-28,1.2567341e-21,4.9977658e-20,1.4444174e-23,1.2063787e-28,2.1397164e-23,3.1230234e-15,6.9128126e-22,1.2355536e-19,1.9613285e-15,2.5562462e-18,1.00653704e-22,6.2304935e-09,6.2380774e-25,4.076005e-22,2.637986e-24,1.6184949e-19,2.8531598e-16,3.2786803e-26,1.5059678e-14,1.3270386e-18,9.9512557e-23,2.3177462e-15,1.179139e-13,1.03886195e-19,1.4773484e-27,1.152774e-20,5.8008354e-25,9.504692e-22,4.2168105e-23,9.1801946e-23,1.3631271e-20,5.9190914e-30,2.5262608e-27,2.157455e-21,1.03839686e-22,3.5182962e-22,1.333153e-25,6.4607494e-23,1.6109759e-24,2.7618702e-21,1.4377036e-14,1.5530661e-23,7.985804e-26,1.0900048e-14,6.775661e-24,4.0694106e-14,1.6480401e-25,7.209133e-24,2.8212923e-19,1.1578534e-16,3.3044482e-17,1.8846086e-23,1.0444929e-26,1.8179592e-13,3.088043e-21,4.3118663e-18,1.774346e-17,4.0942468e-25,6.356256e-19,3.5129702e-23,1.2946992e-14,3.1997233e-20,1.2600665e-27,1.8399865e-19,5.8345107e-22,1.2194568e-24,4.1584953e-27,2.103337e-25,7.9689613e-22,7.2559805e-24,4.135231e-17,6.409596e-14,1.709184e-27,2.181524e-26,3.1027866e-24,3.8994063e-23,6.9467335e-28,3.2111536e-29,2.878191e-25,1.930626e-23,1.2597328e-23,5.083668e-24
471,7.646734e-23,1.327861e-30,5.5985077e-22,3.4619375e-16,3.4242233e-27,3.592623e-27,4.3651074e-14,1.2529537e-19,2.1711249e-23,9.522472e-30,6.6170485e-28,1.1034108e-33,1.3279144e-26,4.825885e-29,1.806053e-24,2.176948e-22,6.164294e-33,1.1175223e-16,2.7391235e-28,1.1027523e-22,2.127589e-23,2.4440971e-32,2.076241e-25,4.2980642e-29,1.4571136e-22,3.8715e-29,3.556019e-24,5.7385316e-31,1.2579675e-20,1.7687852e-31,2.4479918e-29,9.668122e-13,1.6272325e-16,5.8654893e-13,1.3801773e-23,1.0897751e-31,3.322558e-19,6.2831764e-22,8.384902e-18,1.7650811e-20,3.5325584e-18,8.490018e-19,2.4067526e-27,2.4845383e-24,1.0796056e-29,1.0,9.768693e-22,1.3412134e-16,1.00487043e-25,3.6988764e-30,2.934126e-20,3.8591445e-21,3.12406e-15,6.7987755e-26,9.233907e-28,2.8147228e-20,3.4042057e-34,6.6066334e-20,1.5198608e-12,1.2375017e-19,1.1487225e-12,2.8152803e-28,1.0905375e-21,2.4732979e-29,3.7932395e-32,1.5785287e-23,8.467088e-26,8.720871e-28,2.4584599e-17,4.8814268e-23,4.9604633e-27,3.82755e-21,5.1278257e-30,3.5834172e-24,8.6847997e-32,5.537018e-23,6.373375e-26,2.2510941e-23,5.5425914e-25,5.7996156e-11,4.384402e-24,1.5352354e-16,2.4210088e-18,1.7161538e-21,1.407963e-15,5.6070355e-22,9.420873e-22,1.7342765e-23,2.0703119e-30,7.50866e-28,2.9723146e-21,8.841961e-29,1.5354658e-21,3.0725356e-34,1.0627046e-16,1.4785745e-31,6.551387e-30,2.8372944e-29,2.704363e-28
472,7.698034e-17,5.322212e-25,9.1994056e-23,2.0204676e-19,1.2265923e-28,5.2850446e-33,1.1778401e-20,5.239552e-20,2.7537052e-22,9.711388e-32,3.622273e-30,1.4420284e-30,4.4428547e-33,0.0,6.7545372e-28,3.2338363e-35,1.7725974e-28,7.4690454e-26,3.9424226e-23,7.6207934e-29,1.15284965e-26,0.0,0.0,0.0,4.217634e-29,0.0,1.844791e-22,1.52279e-29,2.5417688e-32,0.0,4.7269052e-33,3.4339691e-34,3.5091937e-30,4.779592e-35,1.5771919e-31,1.6068307e-27,2.2317035e-37,6.671576e-18,5.9488357e-30,4.1045327e-27,2.198388e-21,7.466864e-30,8.05742e-23,1.2487655e-17,2.2895386e-22,2.1860134e-34,0.0,2.1216865e-25,3.7602186e-32,5.8678274e-32,0.0,2.8975982e-35,0.0,0.0,0.0,0.0,0.0,1.8111604e-22,5.6071664e-10,1.7092331e-23,4.7849057e-18,9.5450636e-36,7.3427515e-37,1.2329188e-31,0.0,1.5939533e-37,8.5733166e-38,3.3913188e-36,1.8194294e-36,5.618785e-24,0.0,3.215466e-23,1.4677529e-36,1.8235605e-17,0.0,5.0198e-26,9.899116e-24,5.9672983e-35,3.7172257e-36,2.2604006e-34,3.7188264e-37,1.1999281e-24,5.018271e-25,3.0762518e-35,4.5315795e-22,3.3816515e-16,2.576056e-28,1.3257342e-24,0.0,1.0,4.4037635e-16,1.0840342e-28,4.3320198e-30,0.0,4.9945964e-11,1.34843906e-20,4.436482e-35,2.8408166e-35,5.5385414e-37
473,8.9056956e-23,5.3027043e-22,3.487241e-23,7.3450543e-28,1.207731e-23,1.9581913e-20,1.1154211e-26,4.98926e-24,4.951579e-34,1.1577706e-14,0.0,5.037717e-26,8.338972e-25,2.5631588e-26,4.441445e-27,1.643751e-26,6.03285e-35,3.2138949e-24,1.7886225e-26,1.1008376e-26,3.5700114e-28,2.9313187e-27,2.1875215e-28,4.7054533e-21,1.4208012e-19,3.7869521e-31,1.1695119e-21,4.6837846e-28,3.647178e-21,1.9199037e-30,1.1727162e-34,5.081708e-32,8.2162877e-35,8.7048024e-24,5.051948e-30,1.692277e-27,3.0427653e-29,1.3999728e-22,4.766667e-19,4.6039226e-23,2.945356e-32,1.0911107e-23,1.5279505e-30,2.7480888e-31,3.6326688e-28,4.2257002e-30,1.9281216e-25,1.136565e-21,2.2016519e-14,6.833671e-33,4.2757574e-22,4.819531e-32,1.9216643e-28,2.94652e-20,1.0,2.508492e-22,4.504611e-20,1.0461297e-30,5.6808867e-28,5.2632828e-23,4.720393e-21,6.8987133e-16,1.9976453e-26,2.6697033e-31,4.335354e-25,7.9431785e-26,1.0802813e-29,4.4935795e-33,2.466028e-19,1.5602897e-27,6.092509e-23,1.579478e-26,2.5459871e-27,1.728135e-30,5.005166e-21,1.4625134e-17,1.1821706e-12,8.0047095e-27,1.53944925e-27,5.2852333e-23,1.590006e-22,1.5162704e-27,2.645082e-30,1.5298783e-26,9.720858e-28,1.1636682e-22,2.347473e-24,4.045398e-21,2.7490171e-27,1.1386998e-29,1.6912962e-27,1.9706172e-26,1.1361006e-22,5.249635e-35,1.7833557e-34,9.302452e-30,7.8536146e-23,1.5215075e-28,4.745942e-21
474,2.3638652e-15,8.2411547e-26,5.465758e-20,1.6486404e-14,4.4745816e-23,5.174604e-26,2.4574787e-22,4.966952e-22,1.8209149e-29,2.0035423e-28,3.5848516e-17,2.0703994e-22,3.6051665e-22,7.087877e-29,5.76646e-18,6.949524e-26,3.2603686e-20,1.8658273e-27,1.0696483e-14,4.267403e-27,7.00595e-27,1.0924158e-20,6.5857455e-21,4.840165e-25,6.6244705e-14,3.2385892e-20,2.7613096e-15,1.0685113e-20,5.54163e-21,2.1693703e-30,9.54577e-18,5.905834e-21,1.378861e-24,6.4734444e-26,8.795132e-22,3.838928e-20,7.608363e-21,1.6223955e-19,2.135034e-25,5.6420976e-21,6.665786e-15,7.832118e-27,8.2748436e-23,1.0,1.342162e-21,6.505599e-27,3.615299e-24,3.5152589e-25,9.598124e-27,1.9204688e-14,2.3485954e-29,6.854803e-30,2.2337344e-26,3.9331834e-31,2.3894888e-28,8.079934e-27,5.2733512e-23,6.737928e-16,8.478145e-14,2.0119094e-17,1.8835731e-16,1.3480814e-24,5.4854218e-17,8.793167e-19,1.5017487e-25,1.291175e-18,3.0361728e-26,8.813185e-18,4.4806476e-22,1.9182702e-16,5.1974715e-19,4.200545e-09,2.540746e-21,3.8814155e-10,4.2724974e-29,6.722956e-17,1.1366771e-22,1.9945692e-18,6.720307e-27,4.5485567e-20,5.884895e-29,1.7440523e-19,2.4574998e-20,1.6357336e-24,2.745801e-26,2.5829968e-14,7.737442e-13,2.3084435e-17,1.8716042e-24,9.056079e-18,7.8715185e-16,1.3151955e-18,6.6184255e-24,7.9550606e-27,3.1998226e-19,1.8232832e-16,8.407428e-12,3.7835303e-12,3.823987e-22
476,5.8952927e-16,4.5188165e-17,4.175097e-16,3.199645e-23,7.98453e-17,1.0,6.185659e-18,1.3903412e-20,3.81157e-19,4.6685177e-12,5.061035e-29,1.9186323e-20,2.710607e-24,1.166926e-23,5.695581e-19,3.0909858e-12,3.9287277e-17,7.100619e-23,2.2062114e-19,2.2245904e-21,5.5276844e-25,1.9364356e-18,9.971595e-21,8.852813e-25,2.8403753e-18,3.26978e-23,3.073135e-18,6.5518173e-21,2.7610358e-15,8.367322e-27,2.6076517e-23,4.4751576e-25,1.7096145e-27,9.996972e-19,3.7531137e-23,1.9110964e-10,6.364246e-24,2.4398747e-19,6.498946e-21,2.4777891e-17,1.3479203e-19,4.4102685e-24,2.780363e-18,7.343883e-19,6.9037734e-22,1.4723862e-27,4.3128447e-22,6.4775583e-22,5.5237154e-27,6.521771e-28,1.5311024e-21,3.0511071e-24,4.3674005e-28,3.2045246e-27,7.424226e-13,1.7648329e-19,1.6680662e-12,3.888461e-22,6.174315e-27,2.1706029e-12,4.1562287e-19,2.769563e-20,2.4458512e-24,2.995884e-17,7.0152176e-23,2.977975e-23,1.6946095e-19,7.4009266e-24,1.1285029e-22,1.0508892e-23,5.231112e-17,1.1275646e-11,1.0096576e-11,7.2134075e-21,8.9362555e-23,8.7333083e-16,2.2477334e-13,1.3371133e-13,8.406267e-10,5.7396508e-30,1.9418755e-15,6.343655e-28,3.2239146e-24,1.6654159e-22,5.8880124e-23,2.518604e-25,1.0610887e-23,6.2163727e-15,7.535812e-19,1.4010153e-21,1.8377943e-23,1.8586695e-24,4.6941894e-23,3.7069601e-28,7.321444e-28,1.1538464e-22,5.430331e-25,1.6129725e-19,5.3025024e-22
477,3.300475e-20,2.1838254e-23,9.07887e-19,6.859854e-22,1.4038267e-17,1.526199e-20,1.7539275e-18,8.0201505e-18,2.6721665e-33,1.7938394e-15,8.6346537e-32,4.702881e-16,1.7624428e-21,2.4017315e-23,4.6926294e-24,2.315838e-22,4.3338115e-27,3.5062144e-20,5.3616458e-24,6.379873e-25,1.390763e-16,1.7472612e-20,4.0614584e-16,1.0,9.184712e-12,6.51931e-20,1.0978635e-20,4.7922552e-23,2.7120568e-15,4.5009203e-19,3.9108304e-24,9.962889e-21,1.358478e-32,2.2785627e-20,4.2518518e-20,4.3550644e-24,6.9195105e-23,1.4956534e-11,1.8649753e-10,1.5732536e-19,9.14344e-28,2.812675e-26,3.0028844e-26,1.6259462e-26,7.684159e-24,1.5583953e-23,2.267491e-19,6.236264e-19,3.5016787e-15,1.9749032e-22,5.1550587e-26,9.768593e-27,1.8754226e-22,1.2250378e-24,2.6121854e-09,4.8984463e-20,1.608454e-22,1.1964215e-18,3.8189867e-22,1.7023661e-14,2.9215907e-15,1.1905754e-11,1.4339844e-18,9.955239e-31,6.073838e-20,8.445252e-18,6.09597e-24,4.309268e-18,9.78009e-17,5.821826e-26,4.6990444e-08,1.3575462e-16,7.456183e-17,5.4058528e-20,3.163326e-20,9.4164016e-18,9.183125e-18,2.5640307e-25,1.3077659e-26,5.2721135e-12,2.3272289e-20,1.772583e-14,3.1734708e-25,1.7523413e-27,3.7799968e-23,2.3678136e-19,2.778061e-19,4.1493354e-20,1.8535936e-23,2.0997168e-22,7.5006275e-25,3.5454494e-19,2.3053395e-15,8.0135904e-22,1.6582546e-27,4.5808833e-24,8.33909e-12,6.6540763e-22,2.2447606e-20
479,3.7820397e-18,5.723784e-20,1.6671864e-18,2.517272e-15,7.957936e-29,5.022235e-25,1.8508178e-22,9.142212e-22,2.2398553e-16,6.2896016e-30,3.2277818e-22,2.0355363e-28,3.904954e-18,1.0681975e-35,4.5656205e-23,3.423471e-24,3.2900758e-22,1.3126874e-21,9.043497e-29,1.2520621e-16,1.28104355e-26,3.0626015e-26,9.61526e-30,4.164783e-34,7.883224e-27,5.3022902e-33,1.2696584e-20,3.9548482e-31,8.766734e-28,2.6905663e-34,1.8648126e-24,1.2784826e-23,2.7438799e-22,3.152607e-26,1.8228266e-21,3.2747946e-25,7.6040497e-26,4.248901e-20,9.842248e-26,6.51659e-23,1.2219085e-20,1.3564642e-16,4.9506537e-19,1.5467383e-25,3.6134534e-23,9.951251e-24,7.46365e-29,6.778645e-21,3.5049333e-26,2.2923008e-29,1.7572776e-24,2.8739144e-31,2.4177397e-27,4.3262167e-33,1.8277688e-30,8.299655e-24,5.328092e-29,3.6017385e-25,2.3772077e-19,5.4536936e-22,8.8600187e-23,9.446061e-30,2.0660878e-33,1.2427869e-25,1.5218826e-31,1.7673627e-30,2.1174061e-28,3.7555655e-29,1.0342544e-21,1.253118e-24,1.1291258e-32,7.197667e-26,9.349777e-28,3.0334914e-23,1.9957642e-33,1.0655841e-21,1.4067334e-23,1.8716624e-23,1.4310496e-26,2.8063288e-27,7.088372e-27,2.2016346e-22,3.8643487e-19,1.5780658e-22,4.7567695e-18,9.685295e-19,1.5949362e-25,1.6343352e-18,1.7489482e-35,1.1375427e-18,2.0404043e-19,6.041442e-27,5.4745474e-26,1.2498718e-31,1.0,7.4368726e-23,4.732142e-31,6.9613466e-29,1.5095868e-20
480,2.7993425e-22,1.1577105e-18,1.5280994e-14,1.1562022e-16,8.959465e-15,3.0302035e-17,4.9841092e-14,2.0403335e-19,4.3573176e-19,2.2462748e-21,5.4146646e-27,4.1176676e-22,4.2895396e-24,2.1907227e-25,2.3797875e-16,5.2000705e-18,4.9306314e-21,1.8581002e-18,2.3486222e-21,2.5186986e-18,7.931858e-24,1.9603827e-14,2.3719942e-15,3.916314e-21,2.9413592e-16,1.2286454e-13,4.8724282e-20,2.557722e-15,8.882833e-21,1.191084e-18,4.448117e-15,8.4956425e-10,1.4188908e-16,3.6232493e-17,1.0297341e-07,4.430067e-22,8.800996e-12,2.1107048e-12,1.3122939e-17,2.2089505e-07,0.99999964,2.8569076e-22,1.9760463e-16,5.216452e-14,6.388212e-21,5.6139578e-18,2.5199704e-23,1.8850586e-14,2.332072e-27,2.9584745e-24,2.5684343e-18,3.3473865e-21,3.1579307e-23,1.3382853e-30,5.84268e-23,1.6497302e-19,9.83134e-23,1.5395225e-08,9.3337684e-14,1.6120263e-17,4.5320557e-17,5.183767e-19,1.3768568e-18,7.0740274e-19,1.4776681e-21,1.8828609e-24,6.8076687e-20,4.3668794e-14,2.911253e-16,5.101838e-21,6.47215e-21,1.9543549e-20,6.065334e-14,4.398471e-17,7.6594276e-24,1.5106593e-18,5.394032e-18,1.3801574e-13,9.528772e-19,5.0955804e-19,1.2351736e-23,6.1562614e-16,2.042636e-14,4.303808e-20,6.9098446e-18,1.0800767e-18,3.593075e-19,1.8873556e-16,1.6905798e-19,1.3620904e-15,5.126287e-12,2.0562868e-21,2.7043113e-20,1.0863697e-26,3.9622462e-16,8.094777e-18,3.1545618e-14,5.6111743e-18,1.188115e-20
483,6.1986475e-19,1.01353244e-25,6.7109745e-29,1.1699786e-24,1.0530928e-22,3.2521842e-34,1.4645118e-25,1.6602572e-09,4.0378967e-25,1.1500911e-26,9.664745e-25,8.9677786e-11,1.2268704e-25,3.0375312e-24,3.2748904e-20,5.12124e-29,2.0132458e-24,1.2472383e-23,5.515177e-16,3.7286267e-30,7.3342415e-22,2.7221896e-33,9.878272e-28,3.3925265e-26,1.4634911e-23,2.6997542e-29,1.08022244e-16,2.8433904e-32,2.1018324e-22,6.316658e-28,4.9871566e-28,3.6912247e-29,1.3145567e-28,1.4651469e-20,1.6508682e-29,7.232177e-27,1.5168004e-30,2.7472483e-25,1.4325344e-27,6.7143485e-31,1.4443406e-30,1.4912075e-29,5.3314793e-32,3.6311938e-24,5.269543e-26,3.9500707e-30,7.178175e-25,2.1747323e-29,2.7686283e-16,1.0,0.0,9.161776e-34,5.7879797e-22,8.5871115e-27,1.1398148e-25,6.291894e-26,6.916066e-27,9.2867025e-24,1.0792114e-27,1.9485465e-30,2.3902881e-23,2.0445443e-24,3.7972894e-19,1.9422367e-32,3.433512e-26,1.02477574e-25,1.0784495e-28,4.7972935e-27,1.3168826e-25,5.6688e-23,1.10244435e-16,3.4058182e-18,2.808852e-30,1.084335e-15,2.7274188e-25,1.4011303e-17,6.417453e-28,2.0946133e-29,1.1514485e-32,2.953176e-24,1.2659603e-25,6.3710416e-26,1.3827071e-30,5.9696645e-28,1.5533126e-26,7.422666e-25,8.3141346e-17,1.3494626e-28,1.1206714e-26,1.3866209e-23,4.9039768e-29,8.058455e-18,4.0818657e-17,7.705879e-17,1.5633222e-27,8.894143e-25,3.1687894e-25,1.4286576e-30,1.0271542e-27
484,6.3874738e-24,4.797968e-28,8.0806226e-32,1.6647846e-25,2.472166e-29,2.2148334e-38,3.5104597e-26,1.9310837e-22,3.731966e-25,2.738157e-32,0.0,3.7645113e-24,5.0905014e-38,0.0,4.3073355e-30,0.0,6.635877e-29,1.0287858e-34,8.898265e-29,7.902439e-33,2.7282261e-28,0.0,0.0,0.0,3.080744e-31,0.0,1.1728961e-25,9.239574e-37,2.230964e-36,0.0,0.0,0.0,0.0,1.2365743e-38,6.369717e-37,1.2657275e-34,0.0,3.748498e-20,2.427364e-31,6.5296237e-32,1.5140502e-28,4.454521e-37,1.2443342e-31,2.6089963e-22,3.608431e-35,0.0,0.0,8.173895e-28,6.5101534e-31,2.2580685e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6448375e-29,1.0848969e-24,3.876499e-27,1.2288939e-25,0.0,0.0,3.1347587e-36,0.0,0.0,0.0,0.0,0.0,4.617034e-34,0.0,9.085345e-27,0.0,1.2569109e-22,0.0,4.010378e-30,2.1544925e-30,0.0,0.0,0.0,0.0,9.6151254e-35,2.6876556e-32,0.0,1.3775971e-27,4.2685844e-23,1.6056233e-35,6.963093e-31,0.0,1.0,1.21276124e-26,1.7052843e-33,7.498026e-32,0.0,3.152089e-19,5.783645e-25,0.0,0.0,0.0
486,1.7960303e-30,6.0923247e-30,4.395992e-31,1.655001e-33,1.3488363e-26,2.5367258e-22,1.4616704e-33,1.6301385e-33,8.4556365e-32,6.660942e-27,4.003369e-34,1.7863865e-33,3.2929995e-38,2.440703e-34,3.278527e-28,2.4902885e-24,4.516233e-24,1.9533865e-35,4.994076e-32,2.840092e-34,0.0,3.5207108e-23,8.029165e-22,1.8291777e-30,2.963333e-31,4.540845e-26,6.4074576e-25,8.7369097e-23,6.819622e-29,1.8962048e-30,5.645453e-37,1.1980066e-25,6.776509e-33,2.6381142e-26,8.2390305e-23,6.5073326e-28,4.1498094e-28,2.2240901e-28,3.0319281e-24,1.5289557e-27,9.867511e-26,1.7752572e-35,1.2575763e-24,1.8487699e-31,6.403162e-31,2.2185564e-36,1.2545789e-28,1.3018257e-29,0.0,2.307235e-34,7.984374e-33,2.7370377e-26,0.0,2.2398643e-38,6.512551e-27,1.8057686e-26,7.96656e-22,2.1827298e-27,2.0439925e-37,2.459339e-19,1.9162599e-30,2.3259119e-23,1.2026281e-30,4.6039027e-24,8.1416285e-27,6.0889002e-33,1.9822515e-25,2.7146597e-19,3.2494346e-32,1.8842396e-33,8.767454e-24,6.7040735e-27,1.0,2.433958e-30,3.728598e-30,4.4898334e-23,6.7708827e-31,7.3038367e-22,6.4475292e-15,1.0705099e-36,4.4388465e-30,1.0067081e-33,9.1828984e-29,5.2253112e-31,2.7239639e-27,2.471431e-36,4.9906166e-37,3.586506e-25,7.867372e-17,9.4233365e-33,1.0050754e-29,3.061938e-32,1.4829627e-32,5.7071894e-36,1.6845926e-35,1.8225391e-31,2.1012737e-27,1.15315666e-20,1.3913924e-34
495,4.019453e-26,9.263223e-21,1.5195401e-22,5.296638e-15,6.642315e-20,7.9353013e-19,1.8120142e-14,1.4561475e-21,1.7681852e-23,7.9924295e-23,1.831863e-26,1.4087324e-21,1.5900362e-22,1.0162159e-24,1.22355874e-14,2.1136189e-15,2.0548078e-19,1.0373368e-20,6.142911e-25,1.3194655e-20,1.5531522e-19,1.0304051e-17,9.134986e-09,1.1786233e-18,4.695005e-19,1.1357043e-18,1.5284868e-15,7.572041e-17,5.95965e-14,4.541856e-16,1.3356201e-20,7.6778065e-15,6.256992e-20,6.723158e-18,1.302453e-12,1.1861799e-23,1.0,2.3618552e-15,4.3436474e-10,9.9749405e-14,1.1117016e-12,3.2965349e-21,3.5122572e-17,1.0206456e-15,2.393187e-25,2.1447675e-11,5.35082e-15,6.909861e-14,6.517535e-23,2.2387282e-23,3.1770407e-12,7.4585027e-13,4.8927015e-17,6.5676255e-23,9.663295e-20,2.4807144e-11,1.9791673e-19,1.0914435e-12,3.99921e-15,4.4512077e-15,1.0618837e-13,1.8126292e-18,6.024035e-15,3.234356e-19,1.1744604e-22,1.1066238e-24,1.1515337e-14,4.9215457e-14,7.3412536e-18,1.2804681e-17,2.597986e-19,7.328184e-19,3.198714e-14,1.1654375e-20,2.2387527e-24,5.6971243e-19,1.173365e-19,5.726948e-10,3.8109323e-18,2.3566123e-12,1.8284233e-16,1.08001193e-13,5.3914555e-13,3.499283e-18,8.379217e-13,1.6040132e-20,3.868917e-21,4.4465918e-15,7.107412e-18,1.6564964e-20,9.022391e-18,6.331924e-22,7.856417e-19,2.3984172e-23,7.341482e-17,1.3690118e-18,2.3697635e-13,9.769028e-22,1.53656e-23
500,7.593945e-14,3.8569852e-14,4.001121e-16,1.7518346e-13,7.2809606e-12,5.6259455e-20,1.3722382e-05,2.7432807e-06,2.075803e-11,1.0591941e-14,8.6522125e-23,0.9998754,4.415477e-16,6.380585e-18,2.6448495e-14,3.3270697e-16,2.7670861e-19,2.3135062e-10,4.211195e-13,1.6749874e-11,1.6223192e-09,4.5309583e-24,4.4847328e-14,1.6866223e-14,1.7238857e-13,1.6335698e-19,9.107372e-16,1.0472059e-21,9.6042745e-15,5.200241e-13,4.5739623e-14,3.788033e-20,1.06125924e-17,3.103952e-12,1.5259922e-19,2.4613276e-15,4.769497e-17,4.5783124e-09,1.0283689e-16,1.4050622e-15,1.3664825e-19,5.4014637e-22,8.923132e-20,1.0654825e-16,2.484798e-16,8.247934e-17,7.259255e-17,9.481251e-12,4.061656e-13,6.449516e-12,2.9006199e-21,5.540686e-21,2.1763765e-12,1.4444215e-20,1.5134947e-17,7.263778e-15,7.386148e-19,6.6582536e-13,7.0516976e-13,1.1158242e-16,2.4563267e-09,3.1651665e-19,1.2110406e-15,3.517511e-21,5.4347094e-18,5.729215e-18,5.4305077e-16,8.8216437e-17,6.5961984e-18,4.0942714e-12,1.4641474e-14,1.5731405e-13,1.3808644e-22,6.837561e-08,1.8519086e-21,1.3076022e-12,5.4722616e-17,8.261655e-19,1.0183581e-19,2.6545964e-12,4.7287547e-09,7.115493e-10,1.479858e-15,1.942377e-20,1.892103e-15,1.07353776e-13,1.2747221e-12,1.5728139e-16,9.5077454e-23,1.3250837e-09,1.7941642e-14,1.4307305e-13,0.000107991735,5.6525956e-10,1.524322e-12,5.407539e-13,3.4804253e-17,3.2457974e-24,1.4822083e-15
503,7.1695024e-14,3.727123e-18,3.914853e-10,7.544699e-09,6.3437834e-23,1.1159837e-22,2.442268e-16,8.683561e-17,2.2409733e-22,2.522793e-25,4.6575144e-10,7.7865134e-23,1.08652524e-20,9.2395364e-27,1.2612546e-24,3.4171918e-23,1.2087721e-21,5.1794976e-17,1.6195896e-22,1.7994497e-15,3.679013e-24,7.806426e-19,1.4441557e-24,4.1262626e-23,3.2472905e-22,1.6789276e-25,1.3098762e-18,1.5791511e-25,4.099826e-15,1.1256845e-23,1.12167754e-10,1.4866544e-16,2.3689707e-12,1.0642385e-20,2.1375407e-14,3.783589e-20,4.707996e-21,4.0711804e-15,2.9840204e-23,2.0447278e-17,1.7220297e-18,1.7884922e-24,9.9059765e-09,5.859578e-20,7.465141e-12,3.6639083e-20,3.1252214e-24,7.2603907e-19,3.7569289e-25,1.4855033e-24,1.6340453e-19,3.054618e-25,1.0737287e-18,5.0693084e-25,1.6454943e-24,2.828161e-13,1.118302e-22,1.0027163e-19,8.4582065e-13,1.5929506e-19,6.4676954e-15,1.777959e-20,2.4531334e-26,1.4118102e-25,4.5224513e-16,1.1081743e-21,7.1901146e-17,1.6974708e-22,7.786029e-14,3.310753e-09,1.1523402e-22,2.1265749e-20,2.2895692e-23,7.160661e-10,4.2283934e-27,4.976497e-17,8.8368635e-20,2.275786e-22,9.568243e-27,2.9332983e-17,2.041913e-18,0.9999223,1.22149e-16,6.819276e-21,4.787916e-16,7.213003e-16,4.05135e-15,5.2062827e-16,2.9533104e-29,7.018082e-20,7.7640725e-05,2.2513562e-24,3.1746914e-16,1.7004872e-26,4.8482104e-08,1.1429219e-25,1.4892249e-17,8.761414e-26,1.925876e-11
